Warning this test is running in real-time and may be flaky.
FAIL - "webkitTransform.5" property for "box" element at 0.4s expected: 0 but saw: matrix(1, 0, 0, 1, 400, 100)

Log:
9.783999994397163 - runAnimationTest
11.519999941810966 - First webkitAnimationStart event fired
11.553999967873096 - Finished waiting for animations to start
11.599999968893826 - RAF callback, animation time: 0.024999957531690598
257.97099992632866 - RAF callback, animation time: 246.40199996065348
259.16499993763864 - RAF callback, animation time: 247.59699997957796
260.34299994353205 - RAF callback, animation time: 248.77399997785687
261.53499993961304 - RAF callback, animation time: 249.96699998155236
262.70399999339134 - RAF callback, animation time: 251.13600003533065
263.89199995901436 - RAF callback, animation time: 252.32400000095367
265.07399999536574 - RAF callback, animation time: 253.50600003730506
266.2599999457598 - RAF callback, animation time: 254.6919999876991
267.4369999440387 - RAF callback, animation time: 255.868999985978
268.63199996296316 - RAF callback, animation time: 257.062999997288
269.81500000692904 - RAF callback, animation time: 258.24600004125386
270.98999998997897 - RAF callback, animation time: 259.4220000319183
272.1639999654144 - RAF callback, animation time: 260.59499999973923
273.3419999713078 - RAF callback, animation time: 261.77400001324713
274.52599990647286 - RAF callback, animation time: 262.9540000343695
275.7019998971373 - RAF callback, animation time: 264.1340000554919
276.8679999280721 - RAF callback, animation time: 265.2999999700114
278.0459999339655 - RAF callback, animation time: 266.4779999759048
279.2339998995885 - RAF callback, animation time: 267.66600005794317
280.4069999838248 - RAF callback, animation time: 268.8380000181496
281.58799989614636 - RAF callback, animation time: 270.0190000468865
282.7619999879971 - RAF callback, animation time: 271.19400002993643
283.9429999003187 - RAF callback, animation time: 272.3750000586733
285.12799995951355 - RAF callback, animation time: 273.56000000145286
286.2849999219179 - RAF callback, animation time: 274.71599995624274
287.5379999168217 - RAF callback, animation time: 275.96900006756186
288.7169999303296 - RAF callback, animation time: 277.14899997226894
289.9019999895245 - RAF callback, animation time: 278.3300000010058
291.07199993450195 - RAF callback, animation time: 279.50299996882677
292.2719999914989 - RAF callback, animation time: 280.7030000258237
293.43999992124736 - RAF callback, animation time: 281.8719999631867
294.6269999956712 - RAF callback, animation time: 283.05900003761053
295.8349999971688 - RAF callback, animation time: 284.2660000314936
297.0259999856353 - RAF callback, animation time: 285.4570000199601
298.2019999762997 - RAF callback, animation time: 286.634000018239
299.38599991146475 - RAF callback, animation time: 287.8180000698194
300.5579999880865 - RAF callback, animation time: 288.99000003002584
301.7409999156371 - RAF callback, animation time: 290.1720000663772
302.9319999041036 - RAF callback, animation time: 291.3640000624582
304.1209999937564 - RAF callback, animation time: 292.55200002808124
305.301999906078 - RAF callback, animation time: 293.7330000568181
306.4899999881163 - RAF callback, animation time: 294.92200003005564
307.68699990585446 - RAF callback, animation time: 296.1190000642091
308.8859999552369 - RAF callback, animation time: 297.31699998956174
309.97099995147437 - RAF callback, animation time: 298.4019999857992
311.14099989645183 - RAF callback, animation time: 299.572000047192
312.3399999458343 - RAF callback, animation time: 300.7699999725446
313.5279999114573 - RAF callback, animation time: 301.95900006219745
314.72499994561076 - RAF callback, animation time: 303.1549999723211
315.9229999873787 - RAF callback, animation time: 304.35400002170354
317.1249999431893 - RAF callback, animation time: 305.55599997751415
318.3279999066144 - RAF callback, animation time: 306.75900005735457
319.535999908112 - RAF callback, animation time: 307.96700005885214
320.7649999530986 - RAF callback, animation time: 309.1959999874234
321.97599997743964 - RAF callback, animation time: 310.40700001176447
323.1619999278337 - RAF callback, animation time: 311.593999969773
324.3729999521747 - RAF callback, animation time: 312.80399998649955
325.5699999863282 - RAF callback, animation time: 314.001000020653
326.8219999736175 - RAF callback, animation time: 315.2540000155568
328.04299995768815 - RAF callback, animation time: 316.473999992013
329.25999991130084 - RAF callback, animation time: 317.691000062041
330.4659998975694 - RAF callback, animation time: 318.89800005592406
331.68099995236844 - RAF callback, animation time: 320.11299999430776
332.8650000039488 - RAF callback, animation time: 321.2970000458881
334.1049998998642 - RAF callback, animation time: 322.53700005821884
335.3209999622777 - RAF callback, animation time: 323.75300000421703
336.5259999409318 - RAF callback, animation time: 324.9579999828711
337.766999960877 - RAF callback, animation time: 326.1990000028163
339.0079999808222 - RAF callback, animation time: 327.43900001514703
340.2619999833405 - RAF callback, animation time: 328.6930000176653
341.52099990751594 - RAF callback, animation time: 329.9530000658706
342.7179999416694 - RAF callback, animation time: 331.1499999836087
343.92699995078146 - RAF callback, animation time: 332.3579999851063
345.1239999849349 - RAF callback, animation time: 333.55500001925975
346.3319999864325 - RAF callback, animation time: 334.7640000283718
347.5459999172017 - RAF callback, animation time: 335.977999959141
348.7969998968765 - RAF callback, animation time: 337.22900005523115
350.01299995929 - RAF callback, animation time: 338.44500000122935
351.208999985829 - RAF callback, animation time: 339.6400000201538
352.40400000475347 - RAF callback, animation time: 340.82899999339134
353.59699989203364 - RAF callback, animation time: 342.0290000503883
354.7929999185726 - RAF callback, animation time: 343.22400006931275
355.98999995272607 - RAF callback, animation time: 344.4209999870509
357.2050000075251 - RAF callback, animation time: 345.6370000494644
358.4289998980239 - RAF callback, animation time: 346.86000004876405
359.5979999518022 - RAF callback, animation time: 348.028999986127
360.8130000066012 - RAF callback, animation time: 349.24500004854053
362.0259999297559 - RAF callback, animation time: 350.45999998692423
363.23799996171147 - RAF callback, animation time: 351.6700000036508
364.37899991869926 - RAF callback, animation time: 352.8109999606386
365.5899999430403 - RAF callback, animation time: 354.02099997736514
366.72900000121444 - RAF callback, animation time: 355.16100004315376
367.93099995702505 - RAF callback, animation time: 356.3619999913499
369.2520000040531 - RAF callback, animation time: 357.67900000791997
370.3809999860823 - RAF callback, animation time: 358.81300002802163
371.61899998318404 - RAF callback, animation time: 360.05000001750886
372.8359999367967 - RAF callback, animation time: 361.26799997873604
374.03700000140816 - RAF callback, animation time: 362.4690000433475
375.2949999179691 - RAF callback, animation time: 363.7269999599084
376.4909999445081 - RAF callback, animation time: 364.9219999788329
377.6929999003187 - RAF callback, animation time: 366.12400005105883
378.90199990943074 - RAF callback, animation time: 367.3340000677854
380.14399993699044 - RAF callback, animation time: 368.5700000496581
381.3289999961853 - RAF callback, animation time: 369.7600000305101
382.50299997162074 - RAF callback, animation time: 370.93500001356006
383.7109999731183 - RAF callback, animation time: 372.1430000150576
384.90899989847094 - RAF callback, animation time: 373.3410000568256
386.0929999500513 - RAF callback, animation time: 374.52399998437613
387.3199999798089 - RAF callback, animation time: 375.75200002174824
388.53100000415 - RAF callback, animation time: 376.9630000460893
389.720999985002 - RAF callback, animation time: 378.1520000193268
390.9359999233857 - RAF callback, animation time: 379.367999965325
392.1519999857992 - RAF callback, animation time: 380.5840000277385
393.34799989592284 - RAF callback, animation time: 381.7800000542775
394.55399999860674 - RAF callback, animation time: 382.98500003293157
395.7479998935014 - RAF callback, animation time: 384.18000005185604
397.0049999188632 - RAF callback, animation time: 385.4360000696033
398.2069999910891 - RAF callback, animation time: 386.6390000330284
399.4139999849722 - RAF callback, animation time: 387.845000019297
400.80800000578165 - RAF callback, animation time: 389.2240000423044
401.87199995853007 - RAF callback, animation time: 390.3029999928549
403.0860000057146 - RAF callback, animation time: 391.5180000476539
404.28099990822375 - RAF callback, animation time: 392.7120000589639
405.4889999097213 - RAF callback, animation time: 393.92100006807595
406.69099998194724 - RAF callback, animation time: 395.12200001627207
407.88999991491437 - RAF callback, animation time: 396.3210000656545
409.09899992402643 - RAF callback, animation time: 397.53099996596575
410.30200000386685 - RAF callback, animation time: 398.73400004580617
411.51599993463606 - RAF callback, animation time: 399.9479999765754
412.69399994052947 - RAF callback, animation time: 401.1259999824688
412.70999994594604 - Running checks for time: 400, delay: 1.1259999824687839
412.77099994476885 - Checking expectation: [null,0.4,"box","webkitTransform.5",0,0]
413.66600000765175 - Ending test
