Warning this test is running in real-time and may be flaky.
FAIL - "left" property for "box" element at 0.25s expected: 200 but saw: 277.1789855957031

Log:
211.27000000001317 - runAnimationTest
212.8260000000637 - First webkitAnimationStart event fired
213.03599999998823 - Finished waiting for animations to start
213.17099999998845 - RAF callback, animation time: 0.10899999995217513
378.78999999998086 - RAF callback, animation time: 165.7439999999042
379.87299999997504 - RAF callback, animation time: 166.82699999989836
380.9489999999869 - RAF callback, animation time: 167.9029999999102
382.03299999997853 - RAF callback, animation time: 168.98699999990185
383.104000000003 - RAF callback, animation time: 170.05799999992632
384.17900000001737 - RAF callback, animation time: 171.1329999999407
385.26100000001406 - RAF callback, animation time: 172.20999999995
386.34000000001834 - RAF callback, animation time: 173.29399999994166
387.4230000000125 - RAF callback, animation time: 174.37699999993583
388.49900000002435 - RAF callback, animation time: 175.45299999994768
389.5750000000362 - RAF callback, animation time: 176.52899999995952
390.653000000043 - RAF callback, animation time: 177.60699999996632
391.7350000000397 - RAF callback, animation time: 178.6899999999605
392.82200000002376 - RAF callback, animation time: 179.7759999999471
393.92800000007355 - RAF callback, animation time: 180.88199999999688
395.0090000000728 - RAF callback, animation time: 181.9629999999961
396.1100000000215 - RAF callback, animation time: 183.06399999994483
397.199999999998 - RAF callback, animation time: 184.15299999992385
398.2869999999821 - RAF callback, animation time: 185.2409999999054
399.3669999999838 - RAF callback, animation time: 186.32099999990714
400.45600000007653 - RAF callback, animation time: 187.40999999999985
401.5380000000732 - RAF callback, animation time: 188.49099999999908
402.6460000000043 - RAF callback, animation time: 189.57100000000082
403.726000000006 - RAF callback, animation time: 190.6779999999344
404.79500000003554 - RAF callback, animation time: 191.7479999999614
405.8899999999994 - RAF callback, animation time: 192.84299999992527
406.95100000004913 - RAF callback, animation time: 193.90499999997246
408.027000000061 - RAF callback, animation time: 194.9809999999843
409.1200000000299 - RAF callback, animation time: 196.07399999995323
410.22300000008727 - RAF callback, animation time: 197.17599999989943
411.3790000000108 - RAF callback, animation time: 198.33299999993415
412.5050000000101 - RAF callback, animation time: 199.45899999993344
413.58900000000176 - RAF callback, animation time: 200.5429999999251
414.66800000000603 - RAF callback, animation time: 201.62199999992936
415.73700000003555 - RAF callback, animation time: 202.69099999995888
416.8250000000171 - RAF callback, animation time: 203.77799999994295
417.9020000000264 - RAF callback, animation time: 204.85599999994974
419.0330000000131 - RAF callback, animation time: 205.98599999993894
420.1219999999921 - RAF callback, animation time: 207.07099999992806
421.2049999999863 - RAF callback, animation time: 208.15799999991214
423.05900000008023 - RAF callback, animation time: 210.01299999988987
424.16800000000876 - RAF callback, animation time: 211.1209999999346
425.24600000001556 - RAF callback, animation time: 212.19999999993888
426.345000000083 - RAF callback, animation time: 213.29399999990528
427.436000000057 - RAF callback, animation time: 214.38999999998032
428.51500000006126 - RAF callback, animation time: 215.4689999999846
429.5960000000605 - RAF callback, animation time: 216.5499999999838
430.72800000004463 - RAF callback, animation time: 217.68199999996796
431.81300000003375 - RAF callback, animation time: 218.7619999999697
432.88700000005065 - RAF callback, animation time: 219.84099999997397
433.9750000000322 - RAF callback, animation time: 220.92899999995552
435.1159999999936 - RAF callback, animation time: 222.06899999991947
436.19699999999284 - RAF callback, animation time: 223.1499999999187
437.3010000000477 - RAF callback, animation time: 224.24399999999878
438.3710000000747 - RAF callback, animation time: 225.32400000000052
439.4610000000512 - RAF callback, animation time: 226.41399999997702
440.537000000063 - RAF callback, animation time: 227.49099999998634
441.646999999989 - RAF callback, animation time: 228.59999999991487
443.24600000004466 - RAF callback, animation time: 230.1949999999806
444.323000000054 - RAF callback, animation time: 231.2769999999773
445.4070000000456 - RAF callback, animation time: 232.36099999996895
446.5050000000019 - RAF callback, animation time: 233.45899999992525
447.6150000000416 - RAF callback, animation time: 234.56799999996747
448.71599999999034 - RAF callback, animation time: 235.66799999991872
449.81300000006286 - RAF callback, animation time: 236.76499999999123
450.9410000000571 - RAF callback, animation time: 237.89299999998548
452.0230000000538 - RAF callback, animation time: 238.97599999997965
453.104000000053 - RAF callback, animation time: 240.05799999997635
454.18900000004214 - RAF callback, animation time: 241.14299999996547
455.2720000000363 - RAF callback, animation time: 242.22599999995964
456.36799999999766 - RAF callback, animation time: 243.32099999992352
457.520000000045 - RAF callback, animation time: 244.47299999997085
458.5950000000594 - RAF callback, animation time: 245.5489999999827
459.6760000000586 - RAF callback, animation time: 246.62999999998192
460.7580000000553 - RAF callback, animation time: 247.71199999997862
461.8480000000318 - RAF callback, animation time: 248.80199999995511
463.44599999997627 - RAF callback, animation time: 250.39899999990212
463.48699999998644 - Running checks for time: 250, delay: 0.39899999990211654
463.5690000000068 - Checking expectation: [null,0.25,"box","left",200,20]
464.0190000000075 - Ending test
