CONSOLE MESSAGE: line 228: x: 0, y: 0, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 16, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 16, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 16, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 16, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 16, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 16, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 16, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 16, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 16, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 32, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 32, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 336, y: 32, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 352, y: 32, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 368, y: 32, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 0, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 16, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 32, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 48, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 64, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 80, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 96, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 112, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 128, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 144, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 160, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 176, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 192, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 208, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 224, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 240, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 256, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 272, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 288, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 304, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 320, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 336, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 352, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 368, y: 48, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 0, y: 64, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 16, y: 64, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 32, y: 64, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 48, y: 64, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 64, y: 64, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 80, y: 64, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 96, y: 64, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 112, y: 64, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 128, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 64, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 80, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 96, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 80, y: 96, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 96, y: 96, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 112, y: 96, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 128, y: 96, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 144, y: 96, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 160, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 96, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 112, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 128, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 128, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 272, y: 128, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 288, y: 128, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 304, y: 128, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 320, y: 128, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 336, y: 128, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 352, y: 128, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 368, y: 128, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 0, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 16, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 32, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 48, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 64, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 80, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 96, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 112, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 128, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 144, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 160, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 176, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 192, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 208, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 224, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 240, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 256, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 272, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 288, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 304, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 320, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 336, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 352, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 368, y: 144, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 0, y: 160, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 16, y: 160, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 32, y: 160, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 48, y: 160, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 64, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 160, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 80, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 96, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 176, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 192, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 16, y: 192, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 32, y: 192, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 48, y: 192, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 64, y: 192, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 80, y: 192, quality: high, premul: undefined, flip: true
CONSOLE MESSAGE: line 228: x: 96, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 112, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 128, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 144, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 160, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 176, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 192, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 208, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 224, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 240, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 256, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 272, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 288, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 304, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 320, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 336, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 352, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 368, y: 192, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 0, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 16, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 32, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 48, y: 208, quality: high, premul: undefined, flip: false
CONSOLE MESSAGE: line 228: x: 64, y: 208, quality: high, premul: undefined, flip: false
